Operator;NOT_STARTED;All_Mutants;BETHA;MEMORY_ERROR;ALPHA;SURVIVED;NO_COVERAGE;RUN_ERROR;NON_VIABLE;TIMED_OUT;STARTED;stare;nowe;Klasa;Skala;KILLED;
RETURN_VALS;0;1;173.0;0;114.0;0;1;0;0;0;0;0.3951048951048951;0.397212543554007;org.hamcrest.core.DescribedAs;100;0;
RETURN_VALS;0;5;176.0;0;116.0;1;1;1;0;0;0;0.397212543554007;0.3972602739726027;org.hamcrest.core.AllOf;100;2;
RETURN_VALS;0;5;177.0;0;120.0;4;0;0;0;0;0;0.3972602739726027;0.40404040404040403;org.hamcrest.core.IsInstanceOf;100;1;
NEGATE_CONDITIONALS;0;2;114.0;0;34.0;0;0;0;0;0;0;0.2328767123287671;0.22972972972972974;org.hamcrest.core.IsInstanceOf;100;2;
RETURN_VALS;0;3;180.0;0;120.0;0;0;0;0;0;0;0.40404040404040403;0.4;org.hamcrest.core.Is;100;3;
RETURN_VALS;0;1;180.0;0;121.0;0;1;0;0;0;0;0.4;0.4019933554817276;org.hamcrest.core.IsAnything;100;0;
RETURN_VALS;0;3;181.0;0;123.0;0;2;0;0;0;0;0.4019933554817276;0.40460526315789475;org.hamcrest.core.IsEqual;100;1;
NEGATE_CONDITIONALS;0;1;114.0;0;35.0;0;1;0;0;0;0;0.22972972972972974;0.2348993288590604;org.hamcrest.core.IsEqual;100;0;
RETURN_VALS;0;2;183.0;0;123.0;0;0;0;0;0;0;0.40460526315789475;0.4019607843137255;org.hamcrest.core.IsNot;100;2;
RETURN_VALS;0;2;184.0;0;124.0;1;0;0;0;0;0;0.4019607843137255;0.4025974025974026;org.hamcrest.core.IsNull;100;1;
RETURN_VALS;0;1;184.0;0;125.0;0;1;0;0;0;0;0.4025974025974026;0.4045307443365696;org.hamcrest.core.IsSame;100;0;
RETURN_VALS;0;1;185.0;0;125.0;0;0;0;0;0;0;0.4045307443365696;0.4032258064516129;org.hamcrest.TypeSafeDiagnosingMatcher;100;1;
RETURN_VALS;0;4;188.0;0;126.0;0;1;3;0;0;0;0.4032258064516129;0.4012738853503185;org.hamcrest.core.CombinableMatcher;100;0;
RETURN_VALS;0;1;189.0;0;126.0;0;0;0;0;0;0;0.4012738853503185;0.4;org.hamcrest.core.Every;100;1;
NEGATE_CONDITIONALS;0;1;115.0;0;35.0;0;0;0;0;0;0;0.2348993288590604;0.23333333333333334;org.hamcrest.core.Every;100;1;
CONDITIONALS_BOUNDARY;0;1;25.0;0;18.0;0;1;0;0;0;0;0.40476190476190477;0.4186046511627907;org.hamcrest.core.IsCollectionContaining;100;0;
RETURN_VALS;0;1;190.0;0;126.0;0;0;0;0;0;0;0.4;0.3987341772151899;org.hamcrest.core.IsCollectionContaining;100;1;
NEGATE_CONDITIONALS;0;2;117.0;0;35.0;0;0;0;0;0;0;0.23333333333333334;0.23026315789473684;org.hamcrest.TypeSafeMatcher;100;2;
NEGATE_CONDITIONALS;0;1;117.0;0;36.0;0;1;0;0;0;0;0.23026315789473684;0.23529411764705882;org.hamcrest.CustomTypeSafeMatcher;100;0;
RETURN_VALS;0;1;191.0;0;126.0;0;0;0;0;0;0;0.3987341772151899;0.39747634069400634;org.hamcrest.core.SubstringMatcher;100;1;
RETURN_VALS;0;2;193.0;0;126.0;0;0;1;0;0;0;0.39747634069400634;0.3949843260188088;org.hamcrest.core.StringContains;100;1;
RETURN_VALS;0;1;194.0;0;126.0;0;0;0;0;0;0;0.3949843260188088;0.39375;org.junit.runner.Computer;100;1;
RETURN_VALS;0;1;195.0;0;126.0;0;0;0;0;0;0;0.39375;0.3925233644859813;org.junit.experimental.ParallelComputer;100;1;
NEGATE_CONDITIONALS;0;1;118.0;0;36.0;0;0;0;0;1;0;0.23529411764705882;0.23376623376623376;org.junit.experimental.ParallelComputer;100;0;
RETURN_VALS;0;16;203.0;0;134.0;1;7;2;0;0;0;0.3925233644859813;0.39762611275964393;org.hamcrest.CoreMatchers;100;6;
RETURN_VALS;0;12;203.0;0;146.0;0;12;0;0;0;0;0.39762611275964393;0.4183381088825215;org.junit.runner.Description;100;0;
NEGATE_CONDITIONALS;0;6;118.0;0;42.0;0;6;0;0;0;0;0.23376623376623376;0.2625;org.junit.runner.Description;100;0;
RETURN_VALS;0;3;206.0;0;146.0;0;0;1;0;0;0;0.4183381088825215;0.4147727272727273;org.junit.rules.ExpectedException;100;2;
RETURN_VALS;0;1;207.0;0;146.0;0;0;0;0;0;0;0.4147727272727273;0.41359773371104813;org.junit.rules.ExternalResource;100;1;
INCREMENTS;0;1;23.0;0;15.0;0;0;0;0;0;0;0.40540540540540543;0.39473684210526316;org.junit.rules.TemporaryFolder;100;1;
RETURN_VALS;0;2;209.0;0;146.0;0;0;0;0;0;0;0.41359773371104813;0.4112676056338028;org.junit.rules.TemporaryFolder;100;2;
NEGATE_CONDITIONALS;0;2;120.0;0;42.0;0;0;0;0;0;0;0.2625;0.25925925925925924;org.junit.rules.TemporaryFolder;100;2;
RETURN_VALS;0;3;212.0;0;146.0;0;0;0;0;0;0;0.4112676056338028;0.40782122905027934;org.junit.runner.notification.Failure;100;3;
RETURN_VALS;0;2;212.0;0;148.0;0;2;0;0;0;0;0.40782122905027934;0.4111111111111111;org.junit.runner.manipulation.Filter;100;0;
RETURN_VALS;0;1;213.0;0;148.0;0;0;0;0;0;0;0.4111111111111111;0.4099722991689751;org.junit.runners.model.FrameworkMember;100;1;
RETURN_VALS;0;5;217.0;0;149.0;0;1;0;0;0;0;0.4099722991689751;0.40710382513661203;org.junit.runners.model.FrameworkField;100;4;
CONDITIONALS_BOUNDARY;0;1;26.0;0;18.0;0;0;0;0;0;0;0.4186046511627907;0.4090909090909091;org.junit.runners.model.FrameworkMethod;100;1;
RETURN_VALS;0;9;226.0;0;149.0;0;0;0;0;1;0;0.40710382513661203;0.3973333333333333;org.junit.runners.model.FrameworkMethod;100;8;
NEGATE_CONDITIONALS;0;4;122.0;0;44.0;0;2;0;0;1;0;0.25925925925925924;0.26506024096385544;org.junit.runners.model.FrameworkMethod;100;1;
RETURN_VALS;0;2;228.0;0;149.0;0;0;0;0;0;0;0.3973333333333333;0.3952254641909814;org.junit.runner.JUnitCore;100;2;
RETURN_VALS;0;4;228.0;0;153.0;0;4;0;0;0;0;0.3952254641909814;0.4015748031496063;org.junit.matchers.JUnitMatchers;100;0;
NEGATE_CONDITIONALS;0;1;122.0;0;45.0;0;1;0;0;0;0;0.26506024096385544;0.2694610778443114;org.hamcrest.MatcherAssert;100;0;
RETURN_VALS;0;8;232.0;0;157.0;0;4;0;0;0;0;0.4015748031496063;0.40359897172236503;org.junit.experimental.max.MaxCore;100;4;
NEGATE_CONDITIONALS;0;3;125.0;0;45.0;0;0;0;0;0;0;0.2694610778443114;0.2647058823529412;org.junit.experimental.max.MaxCore;100;3;
RETURN_VALS;0;4;236.0;0;157.0;0;0;0;0;0;0;0.40359897172236503;0.3994910941475827;org.junit.experimental.max.MaxHistory;100;4;
CONDITIONALS_BOUNDARY;0;1;27.0;0;18.0;0;0;0;0;0;0;0.4090909090909091;0.4;org.junit.experimental.theories.ParameterSignature;100;1;
RETURN_VALS;0;10;246.0;0;157.0;0;0;0;0;0;0;0.3994910941475827;0.38957816377171217;org.junit.experimental.theories.ParameterSignature;100;10;
MATH;0;1;15.0;0;15.0;0;0;0;0;0;0;0.5172413793103449;0.5;org.junit.experimental.theories.ParameterSignature;100;1;
NEGATE_CONDITIONALS;0;3;127.0;0;46.0;1;0;0;0;0;0;0.2647058823529412;0.2658959537572254;org.junit.experimental.theories.ParameterSignature;100;2;
CONDITIONALS_BOUNDARY;0;1;28.0;0;18.0;0;0;0;0;0;0;0.4;0.391304347826087;org.junit.experimental.theories.suppliers.TestedOnSupplier;100;1;
INCREMENTS;0;1;24.0;0;15.0;0;0;0;0;0;0;0.39473684210526316;0.38461538461538464;org.junit.experimental.theories.suppliers.TestedOnSupplier;100;1;
RETURN_VALS;0;2;248.0;0;157.0;0;0;0;0;0;0;0.38957816377171217;0.38765432098765434;org.junit.experimental.results.PrintableResult;100;2;
CONDITIONALS_BOUNDARY;0;1;29.0;0;18.0;0;0;0;0;0;0;0.391304347826087;0.3829787234042553;org.hamcrest.internal.ReflectiveTypeFinder;100;1;
RETURN_VALS;0;2;250.0;0;157.0;0;0;0;0;0;0;0.38765432098765434;0.3857493857493858;org.hamcrest.internal.ReflectiveTypeFinder;100;2;
NEGATE_CONDITIONALS;0;1;128.0;0;46.0;0;0;0;0;0;0;0.2658959537572254;0.26436781609195403;org.hamcrest.internal.ReflectiveTypeFinder;100;1;
RETURN_VALS;0;4;254.0;0;157.0;0;0;0;0;0;0;0.3857493857493858;0.3819951338199513;org.junit.runner.Request;100;4;
RETURN_VALS;0;3;256.0;0;158.0;1;0;0;0;0;0;0.3819951338199513;0.38164251207729466;org.junit.runner.Result;100;2;
RETURN_VALS;0;2;258.0;0;158.0;0;0;0;0;0;0;0.38164251207729466;0.3798076923076923;org.junit.experimental.results.ResultMatchers;100;2;
RETURN_VALS;0;2;260.0;0;158.0;0;0;0;0;0;0;0.3798076923076923;0.37799043062200954;org.junit.rules.RuleChain;100;2;
RETURN_VALS;0;1;260.0;0;159.0;0;1;0;0;0;0;0.37799043062200954;0.3794749403341289;org.junit.runner.Runner;100;0;
CONDITIONALS_BOUNDARY;0;1;30.0;0;18.0;0;0;0;0;0;0;0.3829787234042553;0.375;org.junit.internal.runners.JUnit38ClassRunner;100;1;
RETURN_VALS;0;3;261.0;0;161.0;1;1;0;0;0;0;0.3794749403341289;0.3815165876777251;org.junit.internal.runners.JUnit38ClassRunner;100;1;
NEGATE_CONDITIONALS;0;1;129.0;0;46.0;0;0;0;0;0;0;0.26436781609195403;0.26285714285714284;org.junit.internal.runners.JUnit38ClassRunner;100;1;
RETURN_VALS;0;6;267.0;0;161.0;0;0;0;0;0;0;0.3815165876777251;0.37616822429906543;org.junit.runners.ParentRunner;100;6;
NEGATE_CONDITIONALS;0;6;135.0;0;46.0;0;0;0;0;0;0;0.26285714285714284;0.2541436464088398;org.junit.runners.ParentRunner;100;6;
RETURN_VALS;0;13;280.0;0;161.0;0;0;0;0;0;0;0.37616822429906543;0.36507936507936506;org.junit.runners.BlockJUnit4ClassRunner;100;13;
NEGATE_CONDITIONALS;0;9;144.0;0;46.0;0;0;0;0;0;0;0.2541436464088398;0.24210526315789474;org.junit.runners.BlockJUnit4ClassRunner;100;9;
CONDITIONALS_BOUNDARY;0;1;31.0;0;18.0;0;0;0;0;0;0;0.375;0.3673469387755102;org.junit.experimental.theories.Theories;100;1;
INCREMENTS;0;1;25.0;0;15.0;0;0;0;0;0;0;0.38461538461538464;0.375;org.junit.experimental.theories.Theories;100;1;
RETURN_VALS;0;1;281.0;0;161.0;0;0;0;0;0;0;0.36507936507936506;0.36425339366515835;org.junit.experimental.theories.Theories;100;1;
RETURN_VALS;0;3;284.0;0;161.0;0;0;0;0;0;0;0.36425339366515835;0.36179775280898874;org.junit.runners.Suite;100;3;
RETURN_VALS;0;7;288.0;0;164.0;0;3;4;0;0;0;0.36179775280898874;0.36283185840707965;org.junit.experimental.categories.Categories;100;0;
NEGATE_CONDITIONALS;0;4;145.0;0;49.0;0;3;1;0;0;0;0.24210526315789474;0.25257731958762886;org.junit.experimental.categories.Categories;100;0;
RETURN_VALS;0;1;289.0;0;164.0;0;0;0;0;0;0;0.36283185840707965;0.3620309050772627;org.junit.experimental.runners.Enclosed;100;1;
INCREMENTS;0;1;25.0;0;16.0;1;0;0;0;0;0;0.375;0.3902439024390244;org.junit.runners.Parameterized;100;0;
RETURN_VALS;0;4;292.0;0;165.0;0;1;0;0;0;0;0.3620309050772627;0.3610503282275711;org.junit.runners.Parameterized;100;3;
NEGATE_CONDITIONALS;0;2;147.0;0;49.0;0;0;1;0;0;0;0.25257731958762886;0.25;org.junit.runners.Parameterized;100;1;
RETURN_VALS;0;3;294.0;0;166.0;0;1;0;0;0;0;0.3610503282275711;0.36086956521739133;org.junit.runners.model.RunnerBuilder;100;2;
NEGATE_CONDITIONALS;0;2;149.0;0;49.0;0;0;0;0;0;0;0.25;0.2474747474747475;org.junit.runners.model.RunnerBuilder;100;2;
NEGATE_CONDITIONALS;0;1;150.0;0;49.0;0;0;0;0;0;0;0.2474747474747475;0.24623115577889448;org.junit.runner.notification.RunNotifier;100;1;
RETURN_VALS;0;1;295.0;0;166.0;0;0;0;0;0;0;0.36086956521739133;0.3600867678958785;org.junit.runner.manipulation.Sorter;100;1;
NEGATE_CONDITIONALS;0;1;151.0;0;49.0;0;0;0;0;0;0;0.24623115577889448;0.245;org.junit.runner.manipulation.Sorter;100;1;
RETURN_VALS;0;1;296.0;0;166.0;0;0;0;0;0;0;0.3600867678958785;0.3593073593073593;org.junit.rules.RunRules;100;1;
CONDITIONALS_BOUNDARY;0;3;34.0;0;18.0;0;0;0;0;0;0;0.3673469387755102;0.34615384615384615;org.junit.runners.model.TestClass;100;3;
INCREMENTS;0;2;27.0;0;16.0;0;0;0;0;0;0;0.3902439024390244;0.37209302325581395;org.junit.runners.model.TestClass;100;2;
RETURN_VALS;0;10;305.0;0;167.0;0;1;0;0;0;0;0.3593073593073593;0.3538135593220339;org.junit.runners.model.TestClass;100;9;
NEGATE_CONDITIONALS;0;6;156.0;0;50.0;0;1;0;0;0;0;0.245;0.24271844660194175;org.junit.runners.model.TestClass;100;5;
RETURN_VALS;0;1;306.0;0;167.0;0;0;0;0;0;0;0.3538135593220339;0.35306553911205074;org.junit.rules.TestWatcher;100;1;
RETURN_VALS;0;2;307.0;0;168.0;0;1;0;0;0;0;0.35306553911205074;0.35368421052631577;org.junit.ComparisonFailure;100;1;
RETURN_VALS;0;1;308.0;0;168.0;0;0;0;0;0;0;0.35368421052631577;0.35294117647058826;org.junit.runners.model.InitializationError;100;1;
RETURN_VALS;0;1;309.0;0;168.0;0;0;0;0;0;0;0.35294117647058826;0.3522012578616352;org.junit.runners.model.MultipleFailureException;100;1;
NEGATE_CONDITIONALS;0;1;157.0;0;50.0;0;0;0;0;0;0;0.24271844660194175;0.24154589371980675;org.junit.runners.model.MultipleFailureException;100;1;
RETURN_VALS;0;4;309.0;0;172.0;0;4;0;0;0;0;0.3522012578616352;0.3575883575883576;org.junit.rules.Timeout;100;0;
RETURN_VALS;0;1;310.0;0;172.0;0;0;0;0;0;0;0.3575883575883576;0.35684647302904565;org.junit.rules.Verifier;100;1;
RETURN_VALS;0;2;312.0;0;172.0;0;0;0;0;0;0;0.35684647302904565;0.35537190082644626;org.junit.rules.ErrorCollector;100;2;
